target,message,num_char,word_counts,sentance_count,preprocess_data,tf_num_char,tf_word_counts,tf_sentance_count
1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",157,27,3,thanks ringtone order reference number x29 mobile charged 450 tone arrive please call customer service 09065989180,114,16,1
0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",150,38,3,hi love go day fuck morning woke dropped cell way stair seems alright phews miss,80,15,1
0,Well that must be a pain to catch,33,8,1,well must pain catch,20,4,1
0,Sorry da thangam.it's my mistake.,33,7,1,sorry buddy thangamits mistake,30,4,1
0,I need... Coz i never go before ,32,8,1,need coz never go,17,4,1
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",281,75,7,rose redred bloodblood heartheart send ti friend including like get back 1you poor relation 2you need 1 support 3you frnd 2 many 4some1 luvs 5 some1 praying god marry try,170,30,1
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,142,26,2,cashbalance currently 500 pound maximize cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1,108,16,1
0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",102,22,2,feel like dick keep sleeping text facebook message sup town,59,10,1
0,No plm i will come da. On the way.,34,11,2,plm come buddy way,18,4,1
0,Guess he wants alone time. We could just show up and watch when they do..,73,17,2,guess want alone time could show watch,38,7,1
0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),149,33,2,height recycling read twice people spend time earning money money spent spending time good morning keep smiling,111,17,1
0,Yup Ì_ not comin :-(,20,7,1,yup comin,9,2,1
0,"Yes, princess. Toledo.",22,6,2,yes princess toledo,19,3,1
0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",92,23,1,aight text youre back mu ill swing need somebody get door,57,11,1
0,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,86,21,3,ron say fri leh n said ding tai feng cant make reservation said wait youknow,76,15,1
0,Good. No swimsuit allowed :),28,7,2,good swimsuit allowed,21,3,1
0,Am okay. Will soon be over. All the best,40,11,3,okay soon best,14,3,1
0,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,90,17,1,cute thought friendship necessary share every secret close frnd,63,9,1
0,Ok i've sent u da latest version of da project.,47,12,1,ok ive sent buddy latest version buddy project,46,8,1
0,Pls accept me for one day. Or am begging you change the number.,63,15,2,pls accept one day begging change number,40,7,1
0,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,147,46,5,squeeeeeze christmas hug lik frndshp den hug back get 3 cute 6 luvd 9 lucky none people hate,92,18,1
0,"Its ok, if anybody asks abt me, u tel them..:-P",47,15,1,ok anybody asks abt tel themp,29,6,1
0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",151,28,1,funny fact nobody teach volcano 2 erupt tsunami 2 arise hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happens,130,23,1
0,* You gonna ring this weekend or wot?,37,10,1,gon na ring weekend wot,23,5,1
0,Also track down any lighters you can find,41,8,1,also track lighter find,23,4,1
0,"Babe, I need your advice",24,6,1,babe need advice,16,3,1
0,"IÛ÷ll leave around four, ok?",29,7,1,ill leave around four ok,24,5,1
0,Come to medical college at 7pm ......forward it da,50,10,1,come medical college 7pm forward buddy,38,6,1
0,K:)k..its good:)when are you going?,35,14,1,kkits goodwhen going,20,3,1
0,I can make lasagna for you... vodka...,38,9,1,make lasagna vodka,18,3,1
0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,41,11,1,hi kate give ring soon possible xxx,35,7,1
0,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,118,26,4,people tour thought sofa thing sent curious sugar,49,8,1
0,"No, but you told me you were going, before you got drunk!",57,15,1,told going got drunk,20,4,1
0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,115,26,2,fucking chickened messaged would late woould buzz didnt hear word,65,10,1
1,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",157,31,5,congratulation thanks good friend 2000 xmas prize 2 claim easy call 08718726978 10p per minute btnationalrate,109,16,1
0,I'm always looking for an excuse to be in the city.,51,13,1,im always looking excuse city,29,5,1
0,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,82,20,1,yup im still coffee frens fren drove shell give lift,52,10,1
0,O shore are you takin the bus,29,7,1,shore takin bus,15,3,1
0,So u gonna get deus ex?,23,8,1,gon na get deus ex,18,5,1
0,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,72,22,2,send email mind ltgt time per night,35,7,1
1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",173,33,2,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705,140,21,1
0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,72,21,3,tap spile seven pub gas st broad st canal ok,44,10,1
0,Ok then i come n pick u at engin?,33,10,1,ok come n pick engin,20,5,1
0,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,111,28,2,never wanted tell im short onedge late,38,7,1
0,Raviyog Peripherals bhayandar east,34,4,1,raviyog peripheral bhayandar east,33,4,1
0,K actually can you guys meet me at the sunoco on howard? It should be right on the way,86,20,2,k actually guy meet sunoco howard right way,43,8,1
0,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",121,26,2,moon come color dream star make musical sm give warm peaceful sleep good night,78,14,1
0,Just finished eating. Got u a plate. NOT leftovers this time.,61,14,3,finished eating got plate leftover time,39,6,1
0,Thanx a lot...,14,4,1,thanx lot,9,2,1
0,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,120,32,4,hurry home big butt hang last caller food done im starving dont ask cooked,74,14,1
0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,78,21,4,laugh loud right diet everyday cheat anyway im meant fatty,58,10,1
0,Its a great day. Do have yourself a beautiful one.,50,12,2,great day beautiful one,23,4,1
0,What happened in interview?,27,5,1,happened interview,18,2,1
0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,79,20,1,badrith chennaii surely pick usno competition,45,6,1
0,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,84,21,1,tot group mate lucky havent reply wat time need leave,53,10,1
0,Hey you around? I've got enough for a half + the ten I owe you,62,17,2,hey around ive got enough half ten owe,38,8,1
0,Hey tmr maybe can meet you at yck,33,8,1,hey tmr maybe meet yck,22,5,1
0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,68,16,1,alrite sam nic checkin numberso ittb,36,6,1
0,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,107,32,3,making easy pay back ltgt yr say pay back earlier get,53,11,1
0,Not to worry. I'm sure you'll get it.,37,12,2,worry im sure youll get,23,5,1
0,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",132,29,1,gas station like block away house youll drive right since armenia end swann take howard,87,15,1
1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",139,29,4,someone know asked dating service 2 contact cant guess call 09058097189 revealed pobox 6 ls15hb 150p,100,16,1
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,105,19,3,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day,90,13,1
0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,69,20,3,tuition 330 hm go 1120 1205 one mind,36,8,1
0,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",85,18,1,im smoking people use wylie smoke much justify ruining shit,59,10,1
0,Dear good morning how you feeling dear,38,7,1,dear good morning feeling dear,30,5,1
0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,114,31,5,little med say take every 8 hour 5 pain back took another hope dont die,71,15,1
0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",151,30,3,beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorning,111,15,1
0,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,80,22,3,dunno lei decide youknow abt leona oops tot ben going n msg,59,12,1
0,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,80,23,3,hi moved in2 pub would great 2 c cud come,41,10,1
1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,157,29,2,today voda number ending 5226 selected receive 350 award hava match please call 08712300220 quoting claim code 1131 standard rate app,133,21,1
1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,134,29,4,message free welcome new improved sex dogging club unsubscribe service reply stop msgs150p 18,93,14,1
0,Just do what ever is easier for you,35,8,1,ever easier,11,2,1
1,RCT' THNQ Adrian for U text. Rgds Vatian,40,10,2,rct thnq adrian text rgds vatian,32,6,1
0,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,165,35,4,stop calling everyone saying might cancer throat hurt talk cant answering everyones call get one call im babysitting monday,123,19,1
0,"It'll be tough, but I'll do what I have to",42,13,1,itll tough ill,14,3,1
0,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,153,31,3,im gonnamissu muchi would say il send postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,128,19,1
0,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,320,61,2,ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahaveer ee 7 name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra ltgt true dont neglet,289,42,1
0,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,93,25,2,hi darlin finish 3 1 2 pick meet text back number luv kate xxx,62,14,1
0,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",148,32,2,set place heart mind mind easily forgets heart always remember wish happy valentine day,87,14,1
0,But i'm surprised she still can guess right lor...,50,11,1,im surprised still guess right youknow,38,6,1
0,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,72,19,3,okie wan meet bishan co bishan im driving today,47,9,1
0,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,158,37,3,hi darlin work get trouble ijust talked mum morning really good time last night im goin soon call,97,18,1
0,I know you are serving. I mean what are you doing now.,54,14,2,know serving mean,17,3,1
0,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",113,30,2,huh hyde park mel ah opps got confused anyway tt e best choice den juz take,75,16,1
0,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,70,19,3,oh gei happend tron maybe ill dl 3d,35,8,1
0,I know girls always safe and selfish know i got it pa. Thank you. good night.,77,19,3,know girl always safe selfish know got pa thank good night,58,11,1
0,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",72,16,2,worry hope photo shoot went well spiffing fun workage,53,9,1
0,I'm freezing and craving ice. Fml,33,8,2,im freezing craving ice fml,27,5,1
0,Kay... Since we are out already ,32,7,2,kay since already,17,3,1
0,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,91,25,5,eh sorry leh din c msg sad already lar watching tv still office,63,13,1
0,Yo im right by yo work,22,6,1,yo im right yo work,19,5,1
0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,148,33,2,ok darlin supose ok worry muchi film stuff mate babysit call therexx,68,12,1
0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,126,29,3,wake since checked stuff saw true available space pls call embassy send mail,76,13,1
0,Nope... Juz off from work...,28,7,1,nope juz work,13,3,1
0,Huh so fast... Dat means u havent finished painting?,52,11,1,huh fast dat mean havent finished painting,42,7,1
0, what number do u live at? Is it 11?,36,11,2,number live 11,14,3,1
0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",126,28,1,put party 7 day week study lightly think need draw custom checkboxes know hardcore,82,14,1
0,Sac will score big hundred.he is set batsman:-),47,11,1,sac score big hundredhe set batsman,35,6,1
0,Send me yetty's number pls.,27,7,1,send yettys number pls,22,4,1
0,How much it will cost approx . Per month.,41,10,2,much cost approx per month,26,5,1
0,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,129,34,6,ok theory test going book think 21 may coz thought wan na go jiayin isnt free,77,16,1
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",140,28,3,contacted dating service someone know find call land line 09050000928 pobox45w2tg150p,85,11,1
0,"That's fine, have him give me a call if he knows what he wants or has any questions",83,20,1,thats fine give call know want question,39,7,1
0,"Sorry, got a late start, we're on the way",41,12,1,sorry got late start way,24,5,1
0,Then u go back urself lor...,28,7,1,go back urself youknow,22,4,1
0,I AM AT THE GAS STATION. GO THERE.,34,10,2,gas station go,14,3,1
0,"K, if u bored up just come to my home..",39,12,1,k bored come home,17,4,1
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,54,19,5,babe love cover face kiss,25,5,1
0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",90,21,1,like made throw smoking friend car one time awesome,51,9,1
0,Still i have not checked it da. . .,35,10,3,still checked buddy,19,3,1
0,You will go to walmart. I.ll stay.,34,9,2,go walmart ill stay,19,4,1
0,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",91,23,2,havent forgotten might couple buck send tomorrow k love ya,58,10,1
0,Oh great. I.ll disturb him more so that we can talk.,52,13,2,oh great ill disturb talk,25,5,1
0,Reverse is cheating. That is not mathematics.,45,9,2,reverse cheating mathematics,28,3,1
0,U're welcome... Caught u using broken english again...,54,11,2,youre welcome caught using broken english,41,6,1
0,No problem baby. Is this is a good time to talk? I called and left a message.,77,20,3,problem baby good time talk called left message,47,8,1
0,Oh is it! Which brand?,22,7,2,oh brand,8,2,1
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,368,79,7,sorry cant take call right happens 2waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance,231,37,1
0,At what time are you coming.,28,7,1,time coming,11,2,1
0,Call him and say you not coming today ok and tell them not to fool me like this ok,82,19,1,call say coming today ok tell fool like ok,42,9,1
0,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,55,14,1,emailed yifeng part oredi get fr,32,6,1
0,R u sure they'll understand that! Wine * good idea just had a slurp!,68,17,2,sure theyll understand wine good idea slurp,43,7,1
0,Minimum walk is 3miles a day.,29,7,1,minimum walk 3miles day,23,4,1
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,115,27,3,ok problem get taxi c ing tomorrow tuesday tuesday think going cinema,69,12,1
0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",67,16,1,brainless baby dolld vehicle sariyag drive madoke barolla,57,8,1
1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,78,18,2,sorry missed call let talk time im 07090201529,46,8,1
0,Please attend the phone:),25,6,1,please attend phone,19,3,1
0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,104,24,3,hate call didnt accept even single call mine even messaged,58,10,1
0,No messages on her phone. I'm holding it now,44,11,2,message phone im holding,24,4,1
0,Can... I'm free...,18,6,2,im free,7,2,1
0,"Yo my trip got postponed, you still stocked up?",47,11,1,yo trip got postponed still stocked,35,6,1
0,I am waiting for your call sir.,31,8,1,waiting call sir,16,3,1
0,Hey what are you doing. Y no reply pa..,39,11,2,hey reply pa,12,3,1
0,"Hey elaine, is today's meeting still on?",40,10,1,hey elaine today meeting still,30,5,1
0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,69,17,3,sorry ive gone place ill tomorrow really sorry,46,8,1
0,Most of the tiime when i don't let you hug me it's so i don't break into tears.,79,22,1,tiime dont let hug dont break tear,34,7,1
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,117,29,7,tomorrow going theatre come wherever call tell come tomorrow,60,9,1
0,And now electricity just went out fml.,38,8,1,electricity went fml,20,3,1
0,"Looks like you found something to do other than smoke, great job!",65,14,1,look like found something smoke great job,41,7,1
0,Also andros ice etc etc,23,5,1,also andros ice etc etc,23,5,1
0,:) ,3,2,1,,0,0,0
0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",151,34,5,good afternon love today hope good maybe interview wake miss babe passionate kiss across sea,92,15,1
0,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,58,16,3,yup wun believe wat really neva c e msg sent shuhui,51,11,1
0,Hows that watch resizing,24,4,1,hows watch resizing,19,3,1
0,Dear umma she called me now :-),31,9,1,dear umma called,16,3,1
0,Just finished. Missing you plenty,33,6,2,finished missing plenty,23,3,1
1,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",150,23,3,complimentary 4 star ibiza holiday 10000 cash need urgent collection 09066364349 landline lose box434sk38wp150ppm18,115,14,1
0,"Well, I meant as opposed to my drunken night of before",54,12,1,well meant opposed drunken night,32,5,1
0,K... Must book a not huh? so going for yoga basic on sunday?,60,16,2,k must book huh going yoga basic sunday,39,8,1
1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,160,27,1,free msgwe billed mobile number mistake shortcode 83332please call 08081263000 charge refundedthis call free bt landline,120,16,1
0,Ok can...,9,3,1,ok,2,1,1
0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",71,20,3,oops mum somerset bit far back tomo see soon x,46,10,1
0,So u workin overtime nigpun?,28,6,1,workin overtime nigpun,22,3,1
0,Same as kallis dismissial in 2nd test:-).,41,11,1,kallis dismissial 2nd test,26,4,1
0,O. Guess they both got screwd,29,7,2,guess got screwd,16,3,1
1,Please CALL 08712402972 immediately as there is an urgent message waiting for you,81,13,1,please call 08712402972 immediately urgent message waiting,58,7,1
0,What r u cooking me for dinner?,31,8,1,cooking dinner,14,2,1
0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,129,31,3,bull plan go floating ikea without care world live mess another day,67,12,1
0,Then i buy.,11,4,1,buy,3,1,1
1,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,127,24,4,urgent mobile number awarded 2000 bonus caller prize call 09058095201 land line valid 12hrs,91,14,1
0,Heehee that was so funny tho,28,6,1,heehee funny tho,16,3,1
0,It only does simple arithmetic not percentages.,47,8,1,simple arithmetic percentage,28,3,1
0,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",59,16,1,yeah wouldnt leave hour least hows 4 sound,42,8,1
0,Thanks honey. Have a great day.,31,8,2,thanks honey great day,22,4,1
0,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",143,33,2,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,92,14,1
0,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,65,18,1,ask dad pick lar wan 2 stay 6 meh,33,9,1
0,"Jus chillaxin, what up",22,5,1,jus chillaxin,13,2,1
0,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",84,19,1,hey da cool iknow 2 wellda peril studentfinancial crisisspk 2 l8r,65,11,1
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,157,29,2,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705,126,19,1
0,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",120,28,3,whats coming hill monster hope great day thing going fine busy though,69,12,1
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,131,39,4,joy father john john joy father an th hav ltgt iq ti ia question try answer,75,16,1
0,Only once then after ill obey all yours.,40,9,1,ill obey,8,2,1
0,No she didnt. I will search online and let you know.,52,13,2,didnt search online let know,28,5,1
0,Where do you need to go to get it?,34,10,1,need go get,11,3,1
0,No pic. Please re-send.,23,6,2,pic please resend,17,3,1
0,Uhhhhrmm isnt having tb test bad when youre sick,48,9,1,uhhhhrmm isnt tb test bad youre sick,36,7,1
0,But i haf enuff space got like 4 mb...,38,10,1,haf enuff space got like 4 mb,29,7,1
1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,136,32,4,life never much fun great came made truly special wont forget enjoy one gbpsms,78,14,1
1,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,157,29,2,want new video phone 600 anytime network min 400 inclusive video call downloads 5 per week free deltomorrow call 08002888812 reply,130,21,1
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",153,31,2,valued customer pleased advise following recent review mob awarded 1500 bonus prize call 09066368470,100,14,1
1,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,64,14,3,welcome please reply age gender begin eg 24m,44,8,1
1,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,160,28,3,freemsg 1month unlimited free call activate smartcall txt call 68866 subscriptn3gbpwk unlimited call help 08448714184 stoptxt stop landlineonly,143,18,1
1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,158,31,4,mobile 10 mths update latest orange cameravideo phone free save free textsweekend call text yes callback orno opt,113,18,1
1,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,161,30,1,new 2 club dont fink met yet b gr8 2 c please leave msg 2day wiv area 09099726553 reply promised carlie x calls1minmobsmore lkpobox177hp51fl,140,24,1
0,True. Its easier with her here.,31,8,2,true easier,11,2,1
0,Sure but since my parents will be working on Tuesday I don't really need a cover story,86,18,1,sure since parent working tuesday dont really need cover story,62,10,1
0,Haha okay... Today weekend leh... ,34,7,1,haha okay today weekend leh,27,5,1
0,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",58,13,2,hi darlin youphone im athome youwanna chat,42,7,1
0,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,193,34,1,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,127,15,1
0,You've always been the brainy one.,34,8,1,youve always brainy one,23,4,1
0,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,124,33,1,yeah get random dude need change info sheet party ltgt 7 never study safe,73,14,1
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,20,3,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day,90,13,1
0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",152,31,2,christmas occasion celebrated reflection value desire affectionsamp tradition ideal christmas,93,10,1
0,Sending you greetings of joy and happiness. Do have a gr8 evening,65,13,2,sending greeting joy happiness gr8 evening,42,6,1
0,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",105,21,3,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal free katexxx,78,10,1
0,If india win or level series means this is record:),51,12,1,india win level series mean record,34,6,1
0,Then what about further plan?,29,6,1,plan,4,1,1
0,Its good to hear from you,25,6,1,good hear,9,2,1
0,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",78,20,2,awesome deal gate charles told last night uh yeah,49,9,1
0,What time you thinkin of goin?,30,7,1,time thinkin goin,17,3,1
1,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,139,34,5,get free mobile video player free movie collect text go 89105 free extra film ordered t c apply 18 yr,101,20,1
1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,153,21,2,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend,120,12,1
0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,135,30,4,board working fine issue overheating also reslove still software inst pending come around 8o clock,98,15,1
0,Yes but I don't care cause I know its there!,44,12,1,yes dont care cause know,24,5,1
0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",142,33,2,mon okie youknow haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den prefer,114,22,1
0,Sitting ard nothing to do lor. U leh busy w work?,49,13,2,sitting ard nothing youknow leh busy w work,43,8,1
0,Its  &lt;#&gt; k here oh. Should i send home for sale.,54,19,2,ltgt k oh send home sale,24,6,1
0,Sorry. || mail? || ,19,6,3,sorry mail,10,2,1
0,Ya just telling abt tht incident..,34,7,1,ya telling abt tht incident,27,5,1
0,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,107,25,2,yes outside like 2 hour called whole family wake cause started 1,64,12,1
0,Ugh just got outta class,24,5,1,ugh got outta class,19,4,1
